Unnamed: 0,Model,rating,title,review_text
86,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing phone. Worth it
","
Dislike- its quite heavyThe curve at either sides of the screen makes ot difficult to select and click sometimesNothing elseLove- the super fast charging speedHow long the battery lastsThe price when compared to an iphoneThe camera quality ( too many features. Still have to explore all the options )Im so glad i bought this . Earlier phone was one plus 6 t which lasted me 7 years till the display screwed up. Here's hoping this one lasts a while
"
87,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best flagship phone
","
Op gaming and best cameraBest processor and best performanceBest display best volume op gamingMy favorite phone o
"
88,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Superb device for OnePlus lovers and 1st time buyers...Nits
","
Absolutely thrilled with my new OnePlus 12 . The build quality is exceptional, giving it a premium feel. The photography capabilities are truly outstanding, capturing every moment in stunning detail. The battery charges super-fast and lasts impressively long, keeping up with my busy lifestyle effortlessly. And let's not forget about its sleek design, turning heads wherever I go. Overall, a top-notch device that exceeds all expectations.Must buy...Nits
"
89,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing phone
","
Bought from one plus website. Amazing photos, Great performance .price should be bit low but otherwise very very Good phone
"
90,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best Experience Oriented phone with okish camera
","
Performance is top notch . Display is best of the best.Camera is good good type.Gaming and watching videos and everything is just out of the world experience.
"
91,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Wow One plus Mobile
","
But it for sure. Best photo quality and color is so good. Thank u one plus india for this product.
"
92,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Very bad
","
Lining problem issueCustomer support is not good bad brandnever purchase oneplusNever use brandBad customer services display problem
"
93,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Performance
","
Performance beast....a little bit heavy. Ofcourse for a big battery, it should be heavy.Cameras are top-notch.Flagship for a reason
"
94,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Never go for oneplus
","
Never go for oneplus phones, you face all the issues in few months.I strongly don't recommend these phones.Camera quality degraded in few days.Receiver got damaged twice.
"
95,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Impressive Upgrade: OnePlus 12 Sets the Bar High
","
I recently upgraded to the OnePlus 12, and I must say, it's been an incredible experience so far. The design is sleek and modern, with a stunning display that brings every detail to life. The performance is top-notch, thanks to the powerful processor and ample RAM, making multitasking a breeze.One of the standout features for me is the camera system. The OnePlus 12 captures stunning photos and videos in any lighting condition. The battery life is impressive, easily lasting me through a full day of heavy usage, and the fast charging capabilities ensure I'm never tethered to a wall for long.The OxygenOS continues to impress with its clean interface and useful features, enhancing the overall user experience. Additionally, the 5G connectivity ensures I stay connected at blazing speeds wherever I go.Overall, the OnePlus 12 has exceeded my expectations in every way. It's a true flagship device that delivers on performance, design, and innovation. If you're in the market for a new smartphone, look no further than the OnePlus 12.
"
96,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Bad wireless charging
","
I bought this phone for wireless charging feature. However the wireless charging doesn't work. Mag safe cases are too costly (over Rs5000)
"
97,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
OnePlus 12
","
Worst Phone Ever I have usedWorst CameraLag ProblemHeating IssuesBattery Drains FastWorst Front CameraOverall worst Phone
"
98,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Too high
",
99,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Worthy purchase.
","
Good product. It took 2 months for me to finalize
"
0,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Simply superb Mobile buy it without
","
One Plus 12R: A Powerful ContenderThe OnePlus 12R is a strong option for those looking for a feature-packed phone at a competitive price. Here's a breakdown to help you craft your review:Strengths:Display: A bright, vibrant display with excellent sharpness and viewing angles. Perfect for streaming HDR content.Performance: Blazing fast thanks to the latest Snapdragon processor. Handles multitasking and gaming with ease.Battery Life: Exceptional battery life that lasts through a full day of heavy use. Super fast wired charging makes refueling a breeze.Software: Clean and user-friendly OxygenOS 14 offers a smooth experience with tons of customization options.Value: Offers flagship-level specs at a more affordable price point compared to some competitors.Areas for Consideration:Camera: While good in daylight, low-light performance and video capabilities are just average.Design: Some may not prefer the curved display or the lack of a headphone jack.Water Resistance: Mediocre water resistance rating (IP64) might be a concern for some users.Overall:The OnePlus 12R is a great choice for users who prioritize performance, battery life, and a clean software experience. If you can live with the average camera and a few design quirks, you're getting a lot of phone for your money.Here are some additional tips for your review:Mention how long you've been using the phone.Share specific examples of your experience with the camera, battery life, etc.Mention any accessories you've used with the phone (case, screen protector).Conclude by reiterating who you think this phone would be a good fit for.By considering these strengths and weaknesses, you can write a well-rounded review that helps potential buyers decide if the OnePlus 12R is the right phone for them.
"
1,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Perfect product and service
","
Wonderful mobile on this price segment ,One plus 12r is the best in its class . Heavy  battery , best performance , very fast charging , no heating issue , amazing display . Overall it's best phone for the Android user in this price segment .
"
2,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
A Mixed Bag
","
The OnePlus 12r offers a mixed experience, with standout features tempered by significant drawbacks. The display impresses with vibrant colors and crisp resolution, while the battery life ensures uninterrupted usage throughout the day. The inclusion of the alert slider adds convenience, and the speaker delivers impressive sound quality.The main camera produces high-quality images, capturing moments with clarity and detail. However, the selfie camera falls short of expectations, yielding mediocre results. Charging speeds are commendable, ensuring minimal downtime.Unfortunately, a major flaw undermines the overall experience—the microphone. Call quality suffers when using the loudspeaker, with recipients reporting difficulty in hearing the user's voice clearly. Similarly, recordings lack clarity, detracting from the device's functionality.In conclusion, while the OnePlus 12r boasts several commendable features, including a stellar display and reliable battery life, the presence of a subpar microphone significantly hampers its usability. Potential buyers should weigh these factors carefully before making a purchase decision.
"
3,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Good phone and Nice Camera
","
Previously I was using a Oneplus 9R for last 3 years and hence satisfied with the brand One Plus. Another phone redmi note 5 was lying with me idle so thought of exchanging it for a brand new oneplus 12R which was delivered within 2 days.The delivery was fraught with very bad delivery experience due to a foolish delivery guy due to which I had to complain in the customer service and hope that suitable action has been taken against him.Coming to the phone which I been using almost 20 days now I will say that it is a premium featured phone with great display and a fantastic camera 50 megapixels.I have taken the 16GB Ram variant phone and presently highly satisfied with its performance and 100 watt high speed VOOC charge.Only one issue with the phone is the heating up while using it for syncing of data for prolonged time.I would say that you can go for oneplus 12R without much thought if you are interested in a 40000 Plus category premium smartphone.Thank you friends.
"
4,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
A flagship performer without the flagship price.
","
Easily one of the best purchases that I have made and well worth its price.Pros:- SD 8 Gen 2 is fast and very power efficient. The performance is indistinguishable in day to day usage when compared to SD 8 Gen 3 on a OnePlus 12 with UFS 4.0. Even though the 12R has a UFS 3.1 storage, you are unlikely to notice any difference whatsoever without running benchmarks or checking the specifications. In real life day to day usage, I have not found any difference and I am a power user who uses a lot of applications and use the phone over 8 Hours a day.- The vapour chamber handles the cooling very well which keeps the device at excellent temperature even when playing games for an extended duration. It almost never goes over 38c.- The display has the same features as the OnePlus 12 (the resolution is relatively lower but it's not noticeable to the naked eye without magnification) and this is one of the best displays that you will come across. The HDR performance is also some of the best I have seen and it is a completely different experience. This can also be seen in the HDR shots taken with cameras. I'd suggest going to a OnePlus experience center and searching for 12K HDR videos on YouTube to get a better idea. Note that the 4,500 nits mentioned is only the HDR brightness at a small white portion of the display under sunlight. This is NOT the max brightness of the full display. But it is bright enough to use under direct sunlight.- Battery life is very impressive with over 8 hours of SOT and the 100W included charger fully charges it in about 35 mins.- Also love that the display can be used even when your hands are wet unlike most other smartphones- The bezels are extremely slim and the chin is smaller than the one on the OnePlus 12. I do wish it was equal all around though.Rather than cons, I'll just mention what it lacks.- Wireless charging- Telephoto cameraThat's pretty much it. If you are looking for a smooth and reliable device with solid performance, battery life, fast charging, decent cameras and display experience, I would easily recommend this. Sure the cameras may not be as good as an iPhone 15 (81k) or a Pixel 8 (83k) but they also cost around 80% more than the OnePlus 12R.
"
5,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Good performance mobile - in decent price .
","
Go for it , best in class , smooth performance, good performance, camera pixel features can be much better . Feel good mobile, battery stays long for a day full .
"
6,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Except the Camera, a flagship in all regards
","
Let me address the big fat elephant in the room.The camera is bad. Not mediocre, not average, just bad.Rest of the phone is pretty amazing, the smoothness of the UI, although I don't like the theming and the styles they have gone for the settings app. The experience as a whole has been positive. The apps stay opened in the background.I observed that Instagram and WhatsApp are by default RAM locked. This makes me wonder, if OnePlus just hard-coded the apps to keep in memory and called it RAM vita.The storage speed is honestly not an issue for me, when I connect my phone to the Mac and transfer the data, it's fast, not as fast as my S24U, but still plenty fast that you wouldn't complain.This is my daily workhorse with loads of office apps installed and running in the background always along with meets in outdoor. The battery has been the highest selling factor for me, I use the PD 70w charger and it charges the phone from 10-100 in about 45 mins, Even though the included charger is faster, this PD support helps me carry only one charger.Display gets very bright outdoors and while watching HDR content. No complaints there. Haptics are great, Audio quality and volume is awesome, I'd have liked to see more color options, like a white variant or the almond one of 7Pro. But it's what it is.Probably I might get another OnePlus in future if they come up with non obstructive screen like on 7Pro and with thin bezels and curved screen. Till then this has to do the deed.
"
7,Oneplus 12R,3.0 out of 5 stars,"3.0 out of 5 stars
Good phone with very poor front camera
","
Overall a good, sturdy and fast phone. Screen quality ok. Back camera very good. Front camera pathetic. See the sample picture of the same place I have taken vs back camera. If you click lot of selfies, don't buy. Some apps like gmail, hangs. Battery performance in first 3 months very good, no heating. Very fast charging with company charger. Call volume could have been better.
"
8,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
A Complete Beast Phone
","
Was an Apple user for 3 years and finally exchanged my iPhone 12 for this and I'm happy with my decision.In Every department such as Display, Design, Performance, Battery,  it's like an ANDROID FLAGSHIP LEVEL (I'm a non-Camera guy so I would say it's camera's are bit okaish, it would be excellent if telephoto was there instead of macro).But one thing I noticed is that as an APPLE user, software on this phone is really nice but it could have been done better on some areas for better overall Flagship Premium experience.Just a hope guys but If the OnePlus team really brings back the OG OxygenOS to it's future models (or atleast differentiate it's OS from the ColourOS-ish) then ohh boyy.... this phone or the future models will smoke the Indian Smartphone market for a long long time.
"
9,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
First impression
","
Pros- It gives premium look and feel.Cons: there are some bugs in the phone like when I open Sodexo app to scan the QR code camera could not open immediately. There is blackout in initial stage after few seconds it could able to scanCamera is average ain't that good and haptic feedback is good compared to the previous mobile
"
10,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Best Performance
","
It's a very good mobile,No compromise with performanceDisplay and sound is AwesomeThere is no much cheating issue only while chargingCamera is very good and decent,I am giving only 4 stars because because of the battery drains fast 5500 mah battery but not up to the mark other than this everything is best flagship phone.
"
11,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Need to make improvement in the software
","
Some applications are not working properly like Gmail etc. Sometimes mobile is getting hand.
"
12,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Best in performance, But not so good Camera
","
Runs smoothly, The display is best in class..AI features are a plusBut needs a big boost on camera, images are worst
"
13,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Quality and performance
","
The phone is really a premium phone and at the time when all the other brands are not providing charger but one plus is still doing it so hats off to OnePlus.Overall gaming experience is amazing, and it charges within few minutes to full, didn't find any heating issue while using the phone and there was smooth functioning of the phone didn't find any network connectivity issue.
"
14,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Battery backup and charging time are too good.
","
Must buy!everything is perfect except the camera quality, it should be improved and those curvy display edges near corners not closing the inventory while playing BGMI that's irritating while playing. We can play without any lag on ultraHD mode.Big screen 👍Big battery ✊Peak brightness 🔥VALUE FOR MONEY 🤑💰
"
15,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good but a bit heavy
","
Good performance so far. Bought a week back. A bit heavy , maybe due to a powerful battery. I was keen to know whether it has a gorilla glass screen ? Was worried about the screen safety ...
"
16,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Great by one plus
","
Good performance!!! But my opinion to buy with insurance.
"
17,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
1 month into using the product.
","
Overall it's a bomb!!Features that I loved* There is no lag whatsoever till date. (As an architect I have some 3D viewers and pdf files to be reviewed daily)* Charging is extremely fast as promised.* Display quality is amazing. (can show presentations/renders on phone itself to clients)* Camera quality is good. Not the greatest out there but one of the best ones.* There are few hidden features to this phone sprcifically which don't come for even I-phones.* Another point to camera is that the CRI is much better with oneplus than with I phone. Pics taken by I phone always have a warmer output than what it really is.Problems that need to be addressed* Heating is not as bad as other phones but still needs to be improved.* Would be great if magnetic charging is included.* Front camera even though it is 16mp it doesn't record 4k videos.* Display glass is prone to smaller scratches very soon. Need to buy a screen guard immediately or along with the phone.
"
18,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Battery drains more faster than 7yrs old phone
","
Drains very fast, not upto the mark. 12.59 night at 80% morning 10.30 at 63%. Never expected from oneplus. My older OnePlus 5 never drains like this in 7yrs.
"
19,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
OnePlus 12R
","
Build quality is excellent and charging also get 8 hrs for me,when I play games like BGMI , little bit warm and just some bit crases otherwise good,camera average,
"
20,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
The All Rounder Phone
","
If your use is only for multitasking and media consumption and camera then definitely go for it. But in terms of gaming the performance is very bad, although it has Snapdragon 8 Gen 2 processor but most of the time game is laggy, it seems like mobile is not giving the full performance of the processor. And the major problem for gaming is it's curved display.
"
21,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Overall perspective
","
1) While charging had heating issue2) sometime had bug with haptics but after a restart it is resolved worth to note3) software update could have been something like 4 years4) no telephoto camera5) ultra wide could have been better6) no 4k in selfi cameraBut there are so picky negatives nothing much to say in this price range but ufs 4.0 , wireless charging, esim  worth a note by Those were the negatives which I have facedPositives are many ( first mid range flag ship I brought so bit biased..)1)Ui man it is so fluid never faced a lag in animation what's so ever ( came from one UI and fun touch )2)Haptics 🗿 came from iqoo z6 pro this one to 1+ damn3) Camera it is good for me but subjective4) display usual this range good5) Ir blaster and alert slider  most underrated6) no problem with sound which is crisp and clear I am not a gamer so can't comment on performance day and usage no lag and but battery bit go down while using batteryBut it is usual in all phoene but worth a noteSo those are my postives thought on the phoneDealbreaker would be UI , haptics , build and of course chip
"
22,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing phone with top loaded specs
","
There is no doubt that One plus 12R is bet in the market with these specifications. Ofcourse there are lots of YouTube videos about this product and it comparison.. No doubt this phone proves to be correct with those specifications. So far no issues with the phone.Battery is awesome, Works apps run smoothly, Charging is too fast, no lag, no freeze of apps. Just go for it.
"
23,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Best camera quality and Batery backup
","
This phone can be unlocked by just putting anyone's fingerprint. This is a very bad technology.
"
24,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good mobile
","
Agar yeh apko 28 30 k range m milta ho to best mobile h
"
25,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good mobile
","
I like this mobile it's quality of screen sound and camera but don't know how to use Dolby vision as I also bought it for Dolby vision feature?
"
26,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Performance & Clean UI
","
(1) Camera: 3.8/5 - I would say not the best but Above average + Low light noises.(2) Performance: 4.5/5 ofcourse SD 8gen 2. (3) Battery: 4.5/5 - 5500 mAh battery(4) Display: 4.5/5 - 1.5k display. Display is very good.(5) Sound: 4/5 - duel speakers.(6) Haptics: 4.8/5 - the best haptics.(7). Network Connection: 4.5/5(8) UI: 4.5/5 - clean UI and useful features.(9) Build quality: 4.2/5 - matel frame, glass front & back, ip64 rating, it has to be ip68.No Heating issue as of now but I do not play high end graphics games. Phone does get warm but need to keep in mind that summer is going on. No display issue.Overall 4.3/5Screen protection & cover is must. Phone is big but in hand it doesn't feel heavy. Weight distribution is very good. Value for money 💰.
"
27,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Best performance
","
OnePlus 12R best for gaming, and daily usage. Fast charging, no heating, best quality
"
28,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
So far very good.
","
The data transfer from apple to Android was quite good. Some glitches here and there but quite effective. I love the way the phone operates. I am not techy but I know it's value for money when I hold a device. And this seems value for money to me. The sound is nice. Camera quality and interface is OK. I like the oxygen interface since always so no complaints there.I'll probably add in a long term usage review under this if I have the time.
"
29,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Beautiful, Fastest, Strong
","
Display is gorgeous, No heating issue while playing heavy games like Grid Auto Sports, Spongbob Cosmic Shake ect. For strongest body and Victua protection this is value for money, touch is very responsive, quality is mind-blowing.
"
30,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Very good product!!
","
Very good product. Premium. Super smooth, easy to use. Superb photos. Battery is very good. Good buy.Careful with delivery, got the product after 5 days of scheduled delivery that too after much follow up.
"
31,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Nice Product worth purchasing
","
The OnePlus 12R is a game-changer in the world of smartphones. Here's why:Design:- The sleek and elegant design of the OnePlus 12R immediately catches the eye. With its slim profile and premium build quality, it exudes sophistication and style.Display:- The display is nothing short of stunning. The vivid colors, sharp details, and smooth responsiveness make every interaction a pleasure. Whether you're streaming videos, playing games, or browsing the web, the OnePlus 12R's display elevates the experience.Performance:- Powered by the latest Snapdragon processor and ample RAM, the OnePlus 12R blazes through tasks with ease. Multitasking is a breeze, and demanding apps and games run flawlessly without any lag or slowdown.Camera:- The camera setup on the OnePlus 12R is truly impressive. With multiple lenses and advanced imaging technology, it captures stunning photos and videos in any lighting condition. From breathtaking landscapes to detailed close-ups, the OnePlus 12R's camera never disappoints.Battery Life:- The battery life on the OnePlus 12R is exceptional. With its large battery capacity and efficient optimization, it easily lasts through a full day of heavy usage. Plus, with fast charging support, you can quickly top up your battery when needed.Software:- OxygenOS continues to be one of the best Android skins on the market. It's clean, customizable, and packed with useful features that enhance the user experience without any bloatware or unnecessary clutter.Overall, the OnePlus 12R is a flagship smartphone that ticks all the right boxes. With its stunning design, top-notch performance, impressive camera capabilities, long-lasting battery life, and user-friendly software, it's a device that's sure to delight even the most discerning smartphone users. If you're in the market for a premium smartphone that delivers on every front, look no further than the OnePlus 12R.
"
32,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Go for it...
","
Very nice phone
"
33,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Brilliant
","
Display quality top notch, No heating issue, good camera  best picture quality if you have skill 8+ gen 2 gives you 60 FPS constant some times it's reach 80 to 90 FPS in BGMI, that's why i have rate this 4 out of 5 star
"
34,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good smart phone
","
The smartphone is good quality and feels premium, great shoping experience.
"
35,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Good phone
","
Reviewing after 3 months of use. Super pictures. Super fast charging. Excellent battery life. 2 days for medium usage. Drains a bit fast during roaming. Camera should be protected with good cover to avoid scratches. Would bebgreat id one Plus comes out with a good accessory.
"
36,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Beautiful
",
37,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Looks amazing
","
Just received my new one+ 12R, the phone is very slim and smooth... Looks classy and amazing just by holding it in hand. Packaging was very good, overall happy with the features and quality of the phone. Thanks the supplier for making it on time delivery.
"
38,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good phone
","
Awesome experience with the device, hope green line issue not appears in future
"
39,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
One of the best smartphone
","
This phone is a beast...battery is awesome... Super fast charging. Everything is running smoothly. Really satisfied! No comment about camera quality as m not much into photo thing..😃
"
40,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing phone, camera could be better
","
Phone is no doubt amazing, I was using OnePlus 7T that phone camera was absolutely excellent but this phone camera could be better
"
41,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Phone with many top features
","
Good things:Performance of processorCharging speedInterfaceGamingDisplayNot so nice:Video quality isn’t impressive, nowhere near flagship quality.Camera is okish, only decent photos.Durability is questionable being a Chinese brand.
"
42,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Best mid budget phone
","
.
"
43,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
All good except OS
","
Battery backup superb.Camera performance superb.Sound quality superb.Performance in terms of processing speed superb.Charging lightning fast.OS quite bad, applications get hanged sometime and fingerprint symbol gets fixed on screen and actual fingerprint sensor does not work. Then I have to restart.It's brand new and only have paid 1 emi.If OnePlus doesn't mitigate these issues next time I have to go for Samsung.This issues were not there with 7T and 9R models. I have owned both.
"
44,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone at its price
","
Just got delivered today . First impressions is just wow . Build quality is good , feels like a flagship model. This is my third once plus since 2016.After reading so many negative reviews in YouTube. I was confused but I think I took the right decision of buying it.  Size is little bigger and heavy  else everything ok
"
45,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good but...
","
Whole phone is awesome but camera setup is very worst on this price budget
"
46,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
All round package.
","
Pros-Butter smooth performance.8gen 2 is really efficient.Never faced any heating issues.Great battery Life.(Easily getting 8hours of sot).100w charger juices up the phone in 30 minutes.Display quality is top notch.Sound quality and haptics are fantastic.Glass back and metal frames give it a super premium look.Primary camera is giving good output with more than enough details, excellent colour accuracy and exposure.Software is excellent with no bloatwares and ads.Animations and fluidity of the ui  are also good.Cons-selfie camera is average.Should have provided telephoto and better wide angle camera looking at the price point.Ufs 3.1 storage.Competitors are providing ufs 4.0 storage at a lower price point.Nonetheless overall a excellent device.
"
47,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
One Plus 12r review
","
Camera quality should improve and overall Phone is good. one Day battery use
"
48,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Fabulous
","
Camera is brilliant, screen is smooth and bright. Comes with 5500 mah battery and superfast charger that charges the phone within 20-25 min. Overall this phone is worth money.
"
49,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Bgmi90 fps sahi se nhi chla pata hai
","
Heat hone p 60 fps k ander chlta h gaming me 😐or 90 fps k liye sahi nahi hai
"
50,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Good mobile phone.
","
You can go for it. It feels premium.
"
51,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
About the phone
","
This phone is really nice. It is a value for money phone specially in case of exchange. The charging speed is super fast and the battery backup is also good.
"
52,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing
","
But be careful, when everything is good something is not right . I got permanent smudges in phone metal area . I used case always . Never kept in harse plane . Always took care of phone still got this smudges . Total two and it's just day 2 using the phone . This op 12r has no iodised paint coating like op12 that's why paint job will very soon get off . I guess that explains my permanent smudges on metal areas of my op12 r . I tried alcohol but still those smudges not getting out . So yea that's one disadvantage of buying op12r
"
53,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Mobile
","
Very good mobile and camera and performance and delivery I am happy
"
54,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Overall performance
","
It is good.
"
55,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Camera quality is not as expected
","
Overall good except camera quality
"
56,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Excellent 💯
","
Really nice feel like holding a premium phone..build quality is top notch..Display 🔥Battery iam getting sot around 9hr 15min in 5g one simCamera performance not great even 20k phone have same camera performance of 12RGameing is good @90fps but after playing for morethan 1hr in 90 fps phone getting slightly warm and fps dropping in bgmi but for a normal casual player who play bgmi cod for 3 hr in 60fps there is no problem..For 46k only UFS 3.1 that's disappointingIam 90% satisfied in this phone...It has great 1.5k display with curved panel(better than Neo 9pro)Victus 2 protection (better than Neo 9pro)Dolby vision and atmos support (better than Neo 9pro)Polished ui (better than Neo 9pro iqoo has fun touch os with ads)Glass back + metal frame(better than Neo 9pro) it feels like holding a premium phoneNFC(Neo 9 pro has no NFC)Ip64 ( Neo 9 pro has only ip53 with cheap quality build)Note: if you are a hardcore gamer don't purchase OnePlus 12R purchase iqoo Neo 9 pro which best for gaming and it has dedicated gaming chip + it hast UFC 4 with best pricing but remember the cost cutting..If you want a allrounder phone then choose OnePlus 12R
"
57,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
If you think this is not one of the best , think again.
","
Quality , screen fluidity, built standards ...it just Marvel's.I had used Pixel 7 , Nothing 2 , and iPhone 13 pro ( still using two of these ) , and never been a big fan of One plus gang .. last time I used a one plus phone was 4-5 years back. I felt their consistency in terms of quality has improved over the years but in terms of newer features, I found them to be a but behind... Then I decided to get One plus 12 R few days back, ordered one and less than 24 hours later they delivered it. I must say in the world of Samsung and iPhone and bunch of other non flagship Android devices , One plus stands it's ground pretty solid and no wonder why.It quite a device , I mean with Oxygen OS and cameras.. there is not much you can complaint about . But the price and the 100W charger makes it even sweeter deal.If you are looking for a Snapdragon 8 V2 , you cannot go wrong here.
"
58,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Cool
","
Mast phone hai Makkhan jysa
"
59,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
Most practical device.
","
Battery life, quality, features everything!
"
60,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Just good enough
","
Screen display is great and so is the camera. The touchscreen is a little touch and go at the edges. Some apps start hanging if the phone is not restarted once in 3-4 days. Ear speaker is little weak compared to my other phones, gets difficult to hear the other person clearly. Network strength is good. Battery charging is fast and lasts the whole day even with dual sim and Bluetooth but with gps a few hours short.
"
61,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Performance of phone is awesome..but camera is little dissatisfied
","
Best performance phone
"
62,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Good One
","
Battery, display, camera and sound is really good.The phone seems bit heavy and the height to it's width is not at all good, it stands too tall I feel.
"
63,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Overall a good package under 40k
","
Performance is best 9/10Software experience best 9/10Camera above average.....7/10Battery and charging speed 9.5/10Battery backup screen on time is 8.30hrs to 9hrsBuild quality also good glass back and metal frame 9/10Also feels Premium....Definitely a recommended product
"
64,Oneplus 12R,5.0 out of 5 stars,"5.0 out of 5 stars
OnePlus 12R is really good phone
","
I heard so many negative comments and reviews but also i trusted and they nailed it, very good experience with this phone, I'm satisfied.Main Pros -1. Performance2.Smoothness3.Battery is very good4.No heating5. BrightnessCons -1.UFS 3.1 storage type2.Missing AI featuresGo for it without any confusion in this price segment this is the best overall phone for long run.
"
65,Oneplus 12R,4.0 out of 5 stars,"4.0 out of 5 stars
Value For Money
","
The OnePlus 12R brings a lot to the table, blending top-notch performance, an eye-catching design, and a stellar camera system. With its OxygenOS, navigating through the device feels smooth and intuitive, enhancing the overall user experience. While it excels in many areas, it falls a bit short on battery life, which could be a concern for heavy users. Additionally, the lack of UFs 3.1 storage might be a downside for those who need extra speed for their files and apps. Nonetheless, it remains a compelling option for anyone seeking a premium smartphone with a blend of style and substance.
"
